model;question;answer;similarity_score
intfloat/multilingual-e5-large-instruct;Bu cümleyle ilişkili karşılık gelen duyguyu etiketleyin.  kadar hayal kırıklığına uğradı ki sınavda başarısız oldu.;Makine Öğreniminin amacı, verilerden öğrenebilen ve bu bilgiyi tahminler, kararlar ve öneriler yapmak için kullanabilen algoritmalar ve sistemler geliştirmektir.;0.73317957
intfloat/multilingual-e5-large-instruct;Bir geometrik dizinin yedinci ve onuncu terimleri sırasıyla 7 ve 21'dir. Bu ilerlemenin 13. terimi nedir?;Bir zamanlar bir aile köpeği varmış, Maceraları onları korkuyla doldurmuş, Salyalı öpücükleriyle, kuyruk sallayarak, Yavrularının başına ne tür bir bela gelirse gelsin, tüm neşelerini aksatmadan dile getirirlermiş.;0.76975465
intfloat/multilingual-e5-large-instruct;İnternetin iletişimde nasıl devrim yarattığını açıklayın.;Uygarlık tarihi, her biri bugün dünyamız üzerinde kalıcı bir etki bırakmış olan farklı toplumların yükseliş ve düşüşlerinin damgasını vurduğu bir zaman çizelgesidir.;0.7695659
intfloat/multilingual-e5-large-instruct;Bir bilim deneyi yapmanın eğlenceli bir yolunu bulun.;Mitokondri, hücrenin ana enerji üretim sürecinin yeri olduğu için hücrenin önemli bir parçasıdır. Glikoz gibi besinlerin parçalanmasından sorumludur ve onları diğer tüm reaksiyonlar için enerji kaynağı olan ATP'ye dönüştürür. Ek olarak, hücrenin pH seviyelerini, sıcaklığını ve birçok metabolik süreci düzenlemeye yardımcı olur. Ayrıca hücre büyümesinde ve hücre ölümünde rol oynar.;0.68690157
intfloat/multilingual-e5-large-instruct;Dört teknoloji şirketi söyleyin.;Yıllarca süren hazırlık ve araştırmaların ardından _____, sonunda uzun zamandır beklenen yolculuğunu _____'a yaptı.;0.7754402
intfloat/multilingual-e5-large-instruct;Mitokondri Havvası kavramını açıklar.;YANLIŞ. Üçüncü şahıslar tarafından izlenebileceği ve müdahale edilebileceği için İnternet iletişimi her zaman gizli değildir.;0.7828294
intfloat/multilingual-e5-large-instruct;Müşteri verileriyle çalışmaya ilişkin önemli bir etik husustan bahsedin.;"""Gerçek sakin anlar için - CalmEase!""";0.80365974
intfloat/multilingual-e5-large-instruct;Cümledeki kelimelerin sırasını ters çevirin  Alice müzeyi ziyaret etti;İnternetin toplum üzerinde derin bir etkisi olmuştur. İnsanların zengin bilgi ve kaynaklara erişmesine, mal ve hizmetler için alışveriş yapmasına, birbirleriyle daha önce mümkün olmayan şekillerde bağlantı kurmasına, uzaktan çalışmasına ve yeni iş ve ekonomik modeller yaratmasına olanak sağladı. Ayrıca eğitime erişimi artırdı ve küresel projelerde işbirliğini mümkün kıldı. Aynı zamanda internet, artan sosyal izolasyona, siber zorbalığa ve veri gizliliği endişelerine yol açtı. İnternete erişimi ve dijital becerileri olanlar bu yeni fırsatlardan büyük ölçüde yararlandığından, yeni ekonomik bölünmeler de yarattı.;0.6799852
intfloat/multilingual-e5-large-instruct;Lütfen 'yıldız tozu', 'gökyüzü' ve 'gece' kelimelerini kullanarak basit bir şiir yazın.;Sevgili John, ben de aynı şekilde hissediyorum. Seni tüm kalbim ve ruhumla seviyorum ve birlikte her şeyin üstesinden gelebileceğimizi biliyorum. Sonsuza kadar senin, (İsim);0.83114606
intfloat/multilingual-e5-large-instruct;Bir yıldızın ömrünü açıklayınız.;bilgisayar;0.7473893
intfloat/multilingual-e5-large-instruct;Açık hava etkinliklerini sevenler için en iyi 5 tatil yerinin bir listesini oluşturun.;"Bir sınıflandırma görevi, girdinin çıktıyı önceden tanımlanmış bir veya daha fazla kategoride sınıflandırmak için kullanıldığı bir görevdir; üretim görevi ise girdinin genellikle bir yanıt veya hikaye biçiminde yeni bir çıktı oluşturmak için kullanıldığı görevdir. .";0.75075847
intfloat/multilingual-e5-large-instruct;Dış kabuğu sert olan bir meyve örneği veriniz.;Chatbot kullanmanın üç faydası şunlardır: 1) 7/24 müşteri hizmeti sunarak gelişmiş müşteri deneyimi, 2) Görüşmeleri otomatikleştirerek operasyonel maliyetleri düşürür, 3) Kişiselleştirilmiş ve etkileşimli görüşmeler sunarak artan müşteri katılımı.;0.73832524
intfloat/multilingual-e5-large-instruct;Aşağıdaki cümlede, kelimeleri konuşmanın bölümleri altında sınıflandırın:  Karıncalar bahçede yürüyor.;Güzel bir geceydi ve yıldızlar karanlık gökyüzünde parıldıyordu. Dışarı çıktım ve hayranlıkla onlara baktım. Gece gökyüzünün güzelliğini içerken tüm stresimin ve endişelerimin eridiğini hissedebiliyordum. Sadece yıldızlara bakmakla gelen bir huzur ve memnuniyet duygusu hissettim. Mükemmel bir gün için mükemmel bir sondu. Gülümsedim ve evrene böylesine güzel bir manzara için teşekkür ettim. Nefesimi tuttum, anı kucakladım ve böyle harika bir ana tanık olduğum için ne kadar kutsanmış olduğumu takdir ettim. Bir süre daha dışarıda kaldım, gözlerim gece yıldızlarının ihtişamıyla doldu, ta ki memnun ve kutsanmış hissederek içeri dönene kadar. Artık yıldızların arasında kendimi yeniden şarj edebildiğime göre her şeyle yüzleşmeye hazırdım.;0.73284996
intfloat/multilingual-e5-large-instruct;Son derece zeki bir kişi için bir benzetme oluşturun;Yakın tarihli iklim raporu, sert bir önlem alınmadığı takdirde yüzyılın sonuna kadar küresel sıcaklıkların 3-5 santigrat derece yükselmesiyle insanlık için benzeri görülmemiş bir tehdit konusunda uyarıda bulunuyor.;0.7646382
intfloat/multilingual-e5-large-instruct;Gelecekte geçen bir hikaye için benzersiz bir başlık oluşturun.;Chris Rock ve Eddie Murphy arasındaki rekabet, 1980'lerden beri uzun süredir devam ediyor ve kendi zıt komedi tarzlarına sahip, imrenilen bir MTV VJ pozisyonu için bir rekabetten ve filmlerde daha büyük roller için devam eden bir yarışmayı sürdürüyor.;0.75627166
intfloat/multilingual-e5-large-instruct;"""Ağustos"" kelimesini içeren bir cümle oluşturun";Facebook'un devam eden birkaç gizlilik girişimi vardır ve bunlardan en önemlisi Gizlilik İlkeleri girişimidir. Bu program, kullanıcı verilerinin korunmasını sağlamak için tasarlanmış veri sorumluluğu, şeffaflık, bütünlük, adalet ve güvenlik gibi temel ilkeleri ana hatlarıyla belirtir. Politika ayrıca, kullanıcı verilerinin üçüncü taraf ortaklarla nasıl paylaşılabileceğini ve kullanıcı verilerinin uluslararası sınırlar ötesine nasıl aktarılabileceğini ana hatlarıyla belirtir.;0.7330391
intfloat/multilingual-e5-large-instruct;Aşağıdaki cümlede karşılaştırma derecesini vurgulayın.  Nehir, dağ keçisinin onu aştığından daha hızlı akar.;"Leonardo da Vinci'nin “Mona Lisa” Rönesans döneminin kültürel bir simgesidir. Uzun zamandır varsayımlara ve teorilere konu olan gizemli ifadeleri ve esrarengiz gülümsemesiyle ünlüdür. Resim, teknik parlaklığı ve klasik kompozisyonu sanat tarihçileri tarafından kabul edildiğinden, İtalyan Rönesans hareketinin önemli bir temsilidir. ""Mona Lisa"", insanın sanatsal başarısının zirvesini temsil etmeye geldi ve dünyadaki en tanınmış sanat eserlerinden biri.";0.7339719
intfloat/multilingual-e5-large-instruct;"Seçtiğiniz bir şiirden dört satır seçin ve yeni bir şiir oluşturmak için sıralarını değiştirin.  Satır 1: ""Ah aşkım, birbirimize sadık olalım!"" 2. Satır: ""Aşk, değişiklik bulunca değişen aşk değildir"" 3. Satır: ""Veya söküp atmak için eğilen aşk değildir"" 4. Satır: ""Hayır, hayır, sabit bir işarettir""";Bu cümle açık değil.;0.7674204
intfloat/multilingual-e5-large-instruct;Verilen listeden bir renk seçin ve bir odada rahat bir atmosfer yaratmak için nasıl kullanılabileceğini açıklayın.  Sarı;"def output_params(sayı, dizi): """"""Bu işlev, bir sayı ve bir dize olmak üzere iki parametre alır ve ""Sayı [sayı] ve dize [dize]"" olarak çıktı verir. :param numarası: Bir tamsayı :param dizesi: A string :return: Çıktı string """""" output = f""Sayı {number} ve string {string}"" return output print(output_params(42, ""John"")) # Sayı 42 ve string John'dur. Çıktı doğru.";0.77931005
intfloat/multilingual-e5-large-instruct;Geçerli bir şifreyi neyin oluşturduğunu açıklayın.;Doğru mu Yanlış mı: Uluslararası Uzay İstasyonu 1998'den beri yörüngede mi? Doğru mu Yanlış mı: Saturn V roketinin ilk başarılı lansmanı 1969'da mı gerçekleşti?;0.7927799
intfloat/multilingual-e5-large-instruct;Aşağıdaki öğeleri içeren varsayımsal bir durum oluşturun Bir blok peynir, bir yumurta, bir soğan;Dewey Onlu Sınıflandırma Sistemi, kütüphane materyallerini düzenlemek için kullanılan bir sistemdir. 1876'da Melvil Dewey tarafından kitapları ve diğer kütüphane malzemelerini çeşitli konu kategorilerine göre sınıflandırmak için tasarlandı. Sistem hiyerarşik bir yapıya dayalıdır ve her konu alanına konu ve yerleşime göre benzersiz bir numara atanır. Örneğin tarihle ilgili kitaplar 900'lerde bulunabilirken, matematikle ilgili kitaplar 500'lerde bulunabilir. Sistem, materyalleri düzenlemeye ve konumlandırmaya yardımcı olmak için onu kullanan halk kütüphanelerinde, akademik kütüphanelerde ve diğer kütüphanelerde yaygın olarak kullanılmaktadır.;0.73827374
intfloat/multilingual-e5-large-instruct;Aşağıdaki verilen net karı bulunuz.  Brüt Gelir: 50.000 Dolar Maliyet: 25.000 Dolar;Eşzamansız bir işlem, bilgisayar programlamasında, tamamlanması için belirli bir olay dizisi gerektirmeyen bir işlem türüdür. Bu, bir görevin başka bir görevin tamamlanmasını beklemeden başlayıp bitebileceği anlamına gelir. Eşzamansız bir işlem, engellemeyen bir görevdir ve genellikle işlemlerin hızını artırmak için kullanılır. Örneğin, diğer görevler paralel olarak çalışırken bir dizi e-posta göndermek için eşzamansız bir işlem kullanılabilir.;0.72678876
intfloat/multilingual-e5-large-instruct;Bir kullanıcının ilk dijital asistanını seçerken göz önünde bulundurması gereken 5 sorudan oluşan bir liste oluşturun.;Dünya çok büyük bir yer, Gizem ve zarafetle dolu. Keşfetmek oldukça eğlenceli olabilir, Her tepeden ve her dereden. Her türden hayvanın kükrediği her çöle ve tundraya. Ejderhalardan ve pterodaktillerden, bolca büyülü yaratıklara! Hem küçük hem de uzun yaratıklar için, Dünya bir fırsat salonudur. Öyleyse devam edin ve yolunuzu çizin, Her gün keşfedilecek çok şey var!;0.74127066
intfloat/multilingual-e5-large-instruct;Bu öğeleri boyuta göre sıralayın.  elma, portakal, muz;Ormansızlaşmanın Çevre Üzerindeki Endişe Verici Etkisi.;0.8075465
intfloat/multilingual-e5-large-instruct;Lütfen geçerli bir JSON nesnesi örneği sağlayın.;305,15 Kelvin;0.7995056
intfloat/multilingual-e5-large-instruct;"Verilen kök kelimeden 10 yeni kelime üretin.  Kök Kelime: ""Okyanus""";1. Film ve şov akışı 2. Arkadaşlarla görüntülü sohbet 3. Çevrimiçi dersler ve eğitimler 4. Sanal müzeleri ve turları keşfetme 5. Kitap ve dergi okuma 6. Masa ve kart oyunları 7. Bahçecilik 8. Yürüyüşe çıkma ve koşma 9. Fırınlama 10. Evde egzersiz rutinleri;0.8189677
intfloat/multilingual-e5-large-instruct;Enerji tasarrufu yapmanın bir yolunu açıklayın.;Oturuyor ve kitap okuyor.;0.78828925
intfloat/multilingual-e5-large-instruct;Mitokondrinin üç önemli işlevini açıklayınız.;^[a-zA-Z0-9]+$;0.7666109
intfloat/multilingual-e5-large-instruct;AI ve ML arasındaki farkı açıklayın.;Kız bir gün tavan arasını araştırırken bir köşeye sıkıştırılmış eski bir lamba buldu. Tozu ve örümcek ağlarını silkeledi ve aldı ve ovuşturduktan sonra bir cin belirdi! Cin, üç dileğini yerine getirdi ve kız daha iyi bir yaşam dilemeden önce dikkatlice düşündü.;0.75424135
intfloat/multilingual-e5-large-instruct;Sağlanan fotoğraf için bir başlık girin.  (Gün batımında sakin bir kumsalın fotoğrafı);Güneş Sistemindeki gezegen hareketleri, yerçekimi ve atalet yasalarına tabidir. Sistemdeki her gezegen, Güneş'in çekim kuvveti nedeniyle Güneş'in etrafında eliptik bir yörüngede döner. Bu yörüngesel hareket, hareket halindeki bir nesnenin üzerine bir dış kuvvet etki etmedikçe hareket halinde kalacağını belirten atalet yasaları tarafından düzenlenir. Ek olarak, her gezegenin bir dönme ekseni ve Güneş etrafında kendine özgü bir dönüş süresi vardır.;0.7465291
intfloat/multilingual-e5-large-instruct;Belirli bir birim maliyet ve ürün sayısı ile bir kalemin toplam maliyeti için bir denklem yazın.  Her biri 2 TL olan 5 ürün;İlişkisel bir veritabanı, verileri satırlar ve sütunlarla ilgili bilgilerin tabloları olarak modelleyen bir veritabanı türüdür. Verileri işlemek ve tablolar arasında ilişkiler kurmak için Yapılandırılmış Sorgu Dili (SQL) kullanır. İlişkisel olmayan bir veritabanı veya NoSQL veritabanı, verileri tablolar yerine belgeler olarak modelleyen ve tablo biçiminde olmayan bir biçimde depolayan bir veritabanı türüdür. İlişkisel veritabanından daha esnek ve ölçeklenebilir olacak şekilde tasarlanmıştır.;0.7459139
intfloat/multilingual-e5-large-instruct;Aşağıdaki bilgileri göstermek için bir Jupyter not defteri Görselleştirmesi oluşturun.  ABD'deki beş şehrin son 10 gündeki ortalama sıcaklıkları.;Ağ tarafsızlığı, İnternet Servis Sağlayıcılarının (ISS'ler) ve hükümetlerin İnternet üzerindeki tüm verilere eşit davranması gerektiği fikridir. Bu, İSS'lerin belirli web sitelerine veya hizmetlere erişim sağlamak için farklı fiyatlar uygulayamayacakları ve belirli veri türlerine karşı ayrımcılık yapamayacakları veya onlara ayrıcalıklı muamele yapamayacakları anlamına gelir. Bu, gelir düzeyi veya coğrafi konumu ne olursa olsun herkesin aynı kaynaklara ve içeriğe erişebilmesini sağlar.;0.7445972
intfloat/multilingual-e5-large-instruct;Aşağıdaki bitkinin farklı kısımlarını yazınız.  [Şekil: Bir elma ağacı.];Birleşik Krallık'ta bir tema parkı bulabileceğiniz üç yer Blackpool Pleasure Beach, Alton Towers ve Thorpe Park'tır.;0.7784974
intfloat/multilingual-e5-large-instruct;Cümledeki altı çizili sözcükleri aynı anlamı taşıyan eş anlamlı sözcüklerle değiştirin.  Görevin karmaşıklığını anlayamıyorum.;Sevgili [İşveren Adı], [Şirket Adı] ile bir pozisyon teklif edildiğim için çok heyecanlı ve müteşekkirim. Bu harika bir fırsat ve becerilerimi ve bilgilerimi ekibinize katkıda bulunmak için kullanmayı dört gözle bekliyorum. Özellikle [sektörde] pozitif fark yaratacak projelerde çalışabilecek olmaktan, kapsayıcı, destekleyici ve yenilikçi bir kültür oluşturmaya çalışan bir organizasyonun parçası olmaktan heyecan duyuyorum. Bu fırsat için tekrar teşekkür ederim ve başlamak için can atıyorum! En iyi, [Adınız];0.7922747
intfloat/multilingual-e5-large-instruct;Teknolojinin modern siyaset üzerindeki etkisini tartışın.;Çok sinirliydi çünkü mutfaktaki tüm çabaları boşa gitmişti.;0.7642294
intfloat/multilingual-e5-large-instruct;Dijital gazeteciliği ve geleneksel gazeteciliği karşılaştırın ve karşılaştırın.;%4.4;0.7756276
intfloat/multilingual-e5-large-instruct;Doğa ile ilgili bir şarkı sözü oluşturun.;Takımımız maçı kazandığımız için çok mutluydu.;0.7862983
intfloat/multilingual-e5-large-instruct;Motivasyonu artırmak için beş strateji önerin.;1. 1 yemek kaşığı yağı bir tavada ısıtın. 2. 1 adet soğan, 2 diş sarımsak, 1 adet taze zencefil ve 2 adet karanfili ekleyin ve altın rengi olana kadar soteleyin. 3. Dana kuşbaşı etleri ilave edin ve dana eti kızarana kadar kavurun. 4. 1 tatlı kaşığı kişniş tozu, 1 tatlı kaşığı zerdeçal tozu, 1 tatlı kaşığı kimyon tozu ve 1 tatlı kaşığı pul biberi ekleyip karıştırın. 5. 1 su bardağı domatesi ekleyin ve karıştırın. 6. 1 su bardağı su ekleyin ve ara sıra karıştırarak 15-20 dakika pişirin. 7. Baharatı gerektiği gibi tadın ve ayarlayın. 8. Kıyılmış kişniş yapraklarıyla süsleyip sıcak servis yapın.;0.7426437
intfloat/multilingual-e5-large-instruct;Yapay zeka, insanlara günlük yaşamlarında hangi şekillerde yardımcı oluyor?;Aldatma konusunda usta değildir.;0.79484606
intfloat/multilingual-e5-large-instruct;Aşağıdaki cümlenin bir asonance, consonance veya alliteration örneği içerip içermediğini sınıflandırın.  Deniz kıyısında deniz kabukları satıyor.;"1. Canlı bir zihinsel imaj yaratmak için kullanılan betimleyici dil. 2. Yazıda kullanılan kişileştirme (""sıcaklığı hissetmek""). 3. Doğanın gücüne referans (berrak hava ve güneş). 4. Huzur duygusu.";0.8237821
